"Name","R.A.","Dec.","z","Type"
"SN2011aa","07:36:42.63,07:36:42.48,07:36:42.629","+74:26:34.8,+74:26:35.52,+74:26:34.80,+74:26:34.7","0.012512","Ia Pec?"
"SN2017him","03:57:45.540,3:57:45.5498,03:57:45.504","+15:55:51.94,+15:55:51.9456,+15:55:51.6","0.05,0.05","Ia"
"SN2009kk","03:49:44.27,03:49:44.320,03:49:44.256,03:49:44.270","-03:15:51.9,-03:15:52.66,-03:15:52.092,-03:15:51.91","0.0129,0.0124,0.0125","Ia"
"SN2013dr","17:19:30.26,17:19:30.259,17:19:30","+47:42:04.6,+47:42:04.61,+47:42:03.24","0.016835","Ia"
"SN2017glq","02:08:28.000,02:08:27.984,02:08:27.96","+06:23:16.60,+06:23:16.332,+06:23:16.5,+06:23:16.728","0.011755,0.011755","Ia"
"SN1991bg","12:25:03.70,12:25:03.67,12:25:03.710,12:25:03.71,12:15:40.8","+12:52:15.6,+12:52:15.54,+12:52:15.82,+12:52:15.8,+12:52:15.5,+08:14:24","0.003539","Ia Pec"
"SN2002cs","18:46:59.96,18:46:59.959","+45:42:19.7,+45:42:19.69","0.01577","Ia"
"SN2004gu","12:46:24.72,12:46:24.720","+11:56:56.1,+11:56:56.04,+11:56:56.11","0.045858,0.046897,0.045859","Ia Pec"
"SN1999aw","11:01:36.37,11:01:36.370","-06:06:31.6,-06:06:31.61","0.0391","Ia"
"SN2008ec","23:03:16.56,23:03:16.560","+08:52:19.8,+08:52:19.81","0.016317","Ia"
"SN2002dj","13:13:00.34,13:13:00.341","-19:31:08.7,-19:31:08.69","0.009393","Ia"
"SN2008hm","03:27:10.90,03:27:10.889,03:27:10.896,03:27:10.901","+46:56:39.6,+46:56:39.20,+46:56:39.12,+46:56:39.59","0.0197,0.0192,0.0197,0.0194","Ia"
"PTF11dec","14:18:40.107,14:18:40.08,14:18:40.106,14:18:40.04","+54:10:59.00,+54:10:59.16,+54:10:58.8,+54:10:58.98,+54:10:59.1,+54:10:58.99","0.097","Ia"
"SN2005eu","02:27:43.30,02:27:43.224,02:27:43.26,02:27:43.260","+28:10:37.8,+28:10:37.2,+28:10:36.6,+28:10:36.59","0.034901","Ia"
"LSQ13vy","16:06:55.85,16:06:55.81","+03:00:15.1,+03:00:15.23,+03:00:15.4","0.032","Ia"
"SN2006ef","02:04:19.51,02:04:19.510","-08:43:42.2,-08:43:42.20","0.017006,0.017884","Ia"
"LSQ12hzj","09:59:12.43","-09:00:08.3,-09:00:08.25","0.029","Ia"
"SN2000fa","07:15:29.88,07:15:29.880","+23:25:42.4,+23:25:42.38","0.02127,0.02127","Ia"
"SN2006ac","12:41:44.90,12:41:44.88,12:41:44.86,12:41:44.861","+35:04:07.4,+35:04:07.32,+35:04:07.1,+35:04:07.10","0.023106","Ia"
"SN2010gy","02:27:12.00,02:27:12.037,02:27:12.024,02:27:12.04,02:27:12.041,02:27:12.036","-04:32:05.2,-04:32:04.87,-04:32:04.92,-04:32:04.9,-04:32:04.88","0.2867,0.0696,0.0708,0.0722","Ia"
"SN1998dm","01:26:13.97,01:26:13.970","-06:06:14.0,-06:06:14.00","0.006541,0.009006","Ia"
"SN2005bo","12:49:41.03,12:49:41.04,12:49:41.030","-11:05:47.4,-11:05:47.76,-11:05:47.40,-11:05:47.3,-11:05:47.29","0.015013,0.013896","Ia"
"SN2012ca","18:41:07.25,18:41:07.250,18:41:07.06","-41:47:38.4,-41:47:38.40,-41:47:37.4","0.019","Ia CSM"
"SN2007bj","16:22:10.59,16:22:10.589,16:22:10.591","-01:30:51.4,-01:30:51.33,-01:30:51.41","0.016708","Ia"
"SN2017cbv","14:32:34.420","-44:08:02.74","0.003999,0.003999","Ia"
"SN2001bg","08:35:18.86,08:35:18.96,08:35:18.859","+28:28:05.8,+28:28:05.88,+28:28:05.81","0.007122","Ia"
"SN1954B","14:33:24.09,14:33:24.13,00:00:00.000,14:33:24.1","+04:26:41.6,+04:26:42.41,+04:26:42.0,+04:26:42.4","0.00609","Ia"
"SN1999dk","01:31:26.92,01:31:26.921","+14:17:05.7,+14:17:05.71","0.01496,0.01496","Ia"
"OGLE-2013-SN-039","00:22:33.02,00:22:33.01","-72:53:41.9,-72:53:41.8","0.08,0.09","Ia"
"SN2013cv","16:22:43.16,16:22:43.159","+18:57:35.6,+18:57:35.60","0.035","Ia-91T"
"SN1998es","01:37:17.60,01:37:17.501","+05:52:50.6,+05:52:50.30","0.01057,0.01057","Ia Pec"
"SN2005ey","02:17:05.616,02:17:05.5,02:17:05.496,02:17:05.448,02:17:05.50,02:17:05.501","+00:16:50.88,+00:16:49,+00:16:49.1,+00:16:48.7,+00:16:49.073,+00:16:49.12,+00:16:49.08","0.13,0.13","Ia"
"SN2005ff","22:30:41.040,22:30:41.4,22:30:41.52,22:30:41.28,22:30:41.41,22:30:41.410","-00:46:34.47,-00:46:36,-00:46:35.724,-00:46:35.904,-00:46:35.7204,-00:46:35.8932,-00:46:35.8,-00:46:35.80,-00:46:35.76","0.0837,0.0841","Ia"
"SN2015bq","12:35:06.37,12:35:06.370,12:35:06.26","+31:14:35.4,+31:14:35.40,+31:14:35.6","0.028178","Ia"
"SN2003gt","20:32:59.12,20:32:59.119","+09:52:19.3,+09:52:19.31","0.015657","Ia"
"DES17C3eg","03:34:24.58","-27:38:02.2","0.117","Ia"
"SN2005gb","01:16:12.600,01:16:12.6,01:16:12.576,01:16:12.58,01:16:12.581","+00:47:30.90,+00:47:31,+00:47:31.02,+00:47:30.59,+00:47:30.973,+00:47:30.599,+00:47:31.0,+00:47:30.98,+00:47:31.01","0.08656,0.086578","Ia"
"SN2005ir","01:16:43.752,01:16:43.8,01:16:43.776,01:16:43.87,01:16:43.76,01:16:43.759","+00:47:40.36,+00:47:41,+00:47:40.6,+00:47:40.67,+00:47:40.27,+00:47:40.661,+00:47:40.279,+00:47:37.30,+00:47:40.4,+00:47:40.42","0.075254","Ia"
"SN2007hx","02:06:27.288,02:06:27.048,02:06:27.072,02:06:27.07,02:06:27.08,02:06:27.079","-00:53:57.57,-00:53:58.668,-00:53:58.38,-00:53:58.65,-00:53:58.30,-00:53:58.3,-00:53:58.31","0.078873,0.079443","Ia"
"SN2014dt","12:21:57.57,12:21:57.569,12:21:57.59","+04:28:18.5,+04:28:18.52,+04:28:18.3","0.0052","Ia-02cx"
"PS15tb","08:59:34.91,08:59:34.8","+45:55:34.3,+45:55:32.88,+45:55:32.9","0.0281","Ia"
"SN2002eb","22:19:05.24,22:19:05.239","+24:35:39.8,+24:35:39.80","0.027536","Ia"
"SN2005de","18:02:23.36,18:02:23.359","+26:03:07.7,+26:03:07.70","0.015184","Ia"
"SN2006gj","03:17:35.80,03:17:35.81,03:17:35.801","-01:41:30.2,-01:41:30.19","0.02829,0.02775,0.02777,0.02835","Ia"
"SN2000dk","01:07:23.52,01:07:23.520","+32:24:23.2,+32:24:23.18","0.01744,0.01744","Ia"
"SN2006dm","23:41:47.84,23:41:47.839","-03:40:08.4,-03:40:08.40","0.022019","Ia"
"SN2006gr","22:32:22.67,22:32:22.56,22:32:22.670","+30:49:43.3,+30:49:43.32,+30:49:43.28","0.034601,0.034597","Ia"
"PS1-10w","10:42:41.887,10:42:41.76,10:42:41.888,10:42:41.89,10:42:41.889","+58:50:37.77,+58:50:38.04,+58:50:37.78,+58:50:37.8,+58:50:37.72","0.03164","Ia"
"SN2001da","23:53:32.78,23:53:32.779","+08:07:02.6,+08:07:02.60","0.017195","Ia"
"SN2006ob","01:51:48.505,01:51:48.144,01:51:48.12,01:51:48.11,01:51:48.110","+00:15:50.00,+00:15:47.92,+00:15:47.923,+00:15:47.75,+00:15:48.30,+00:15:48.3,+00:15:48.31","0.059238,0.058254,0.059239","Ia"
"SN2009ad","05:03:33.38,05:03:33.393,05:03:33.384,05:03:33.379","+06:39:35.7,+06:39:35.82,+06:39:36,+06:39:35.71","0.02834","Ia"
"SN1960F","12:31:42.05,12:31:42.06,12:31:42.050","+03:56:47.7,+03:56:47.9,+03:56:47.80,+03:56:47.8","0.00312,0.00323,0.00337,0.00341,0.00398","Ia"
"SN2009bf","12:06:51.67,12:06:51.6,12:06:51.660","+26:57:36.6,+26:57:36.72,+26:57:36.61,+26:57:36.7","0.046","Ia"
"SN1993L","22:57:52.86,22:57:52.81,22:57:52.870,22:57:52.87","-35:51:26.8,-35:51:26.98,-35:51:27.00,-35:51:27.0","0.006616","Ia"
"SN2009al","10:51:22.07,10:51:22.049,10:51:22.08,10:51:22.070,10:51:22.04","+08:34:42.7,+08:34:41.98,+08:34:41.988,+08:34:42.71,+08:34:42.2","0.0221,0.0233,0.0237,0.0234","Ia"
"SN2009nr","13:10:58.95,13:10:58.949,13:10:58.94","+11:29:29.3,+11:29:29.29,+11:29:29.6","0.011224","Ia"
"SN2005bl","12:04:12.24,12:04:12.26,12:04:12.259","+20:24:24.6,+20:24:24.48,+20:24:24.84,+20:24:24.8,+20:24:24.80","0.02406,0.025112,0.02513,0.02406","Ia Pec"
"SN2016dwu","03:08:48.500,03:08:48.44,03:08:48.48,03:08:48.443,03:08:48.456","-35:13:51.30,-35:13:50.9,-35:13:51.24,-35:13:50.89,-35:13:50.88","0.014903","Ia"
"SN1992bc","03:05:16.05,03:05:17.28,03:05:17.280","-39:33:34.6,-39:33:39.7,-39:33:39.71","0.0186,0.0179,0.0208,0.0194,0.0202,0.0234","Ia"
"SN2018kmu","14:41:32.924,14:41:32.88","+48:12:14.42,+48:12:14.4","0.018,0.018","Ia"
"SN2002cd","20:23:34.42,20:23:34.421","+58:20:47.4,+58:20:47.40","0.010344","Ia"
"SN2004as","11:25:39.18,11:25:39.180","+22:49:49.4,+22:49:49.40","0.031021","Ia"
"SN2004bg","11:21:01.53,11:21:01.529","+21:20:23.4,+21:20:23.39","0.021035","Ia"
"PTF10duy","13:57:11.07,13:57:11.04","+40:09:47.9,+40:09:47.88","0.079","Ia"
"SN2007as","09:27:36.01,09:27:36.00,09:27:36.010","-80:10:39.2,-80:10:39.36,-80:10:39.22","0.017896,0.017896","Ia"
"SN2017iyw","08:13:30.626,08:13:30.627,08:13:30.72,08:13:30.74,08:13:30.63","+71:25:45.12,+71:25:45.13,+71:25:44.4,+71:25:44.2","0.0215,0.0215","Ia"
"SN2002cv","10:18:03.68,10:18:03.679","+21:50:06.2,+21:50:06.0,+21:50:06.00","0.00424,0.00424","Ia"
"SN2005hr","03:18:33.816,03:18:33.8,03:18:33.792,03:18:33.83,03:18:33.830","+00:07:24.03,+00:07:24,+00:07:24.06,+00:07:23.77,+00:07:24.028,+00:07:23.768,+00:07:24.1,+00:07:24.10","0.12,0.12","Ia"
"SN2016hvl","06:44:02.164,06:44:02.160,06:44:02.16","+12:23:47.84,+12:23:47.76","0.013,0.013","Ia"
"SN2002de","16:16:30.38,16:16:30.379","+35:42:30.2,+35:42:30.20","0.028116","Ia"
"SN2005df","04:17:37.85,04:17:37.850","-62:46:09.5,-62:46:09.52","0.004316","Ia"
"SN2007qe","23:54:12.98,23:54:12.96,23:54:12.979","+27:24:33.0,+27:24:33.12,+27:24:33.4,+27:24:33.41","0.0201,0.0203,0.0239","Ia"
"SN2009D","03:54:22.83,03:54:22.817,03:54:22.776,03:54:22.829","-19:10:54.2,-19:10:54.56,-19:10:54.84,-19:10:54.19","0.025007","Ia"
"SN2011de","15:43:53.25,15:43:53.28,15:43:53.251","+67:45:42.5,+67:45:43.2,+67:45:42.52","0.029187","Ia Pec?"
"PSc080064","03:29:42.071,03:29:42.070","-27:52:38.11,-27:52:38.10","0.06548","Ia"
"SN1984A","12:26:55.73,12:26:55.71,12:26:55.750,12:26:55.75","+15:03:17.1,+15:03:17.72,+15:03:18.00,+15:03:18.0,+15:03:17.7","-0.00092","Ia"
"SN2007ba","15:16:41.814,15:16:42.72,15:16:42.63,15:16:42.631","+07:23:48.92,+07:23:47.80,+07:23:47.8","0.038513,0.039055,0.038513","Ia Pec"
"SN2007bm","11:25:02.30,11:25:2.40,11:25:02.299","-09:47:53.8,-09:47:53.81","0.006211,0.007441,0.006211","Ia"
"SN2008gp","03:23:00.73,03:23:0.72,03:23:00.730","+01:21:42.8,+01:21:42.80","0.032824,0.032824","Ia"
"SN2004gc","05:21:49.94,05:21:49.95,05:21:49.949","+06:40:33.71,+06:40:33.7","0.030715,0.032089","Ia"
"SN2008ia","08:50:35.15,08:50:35.04,08:50:35.150","-61:16:40.6,-61:16:40.44,-61:16:40.58","0.022597","Ia"
"SN2018izd","07:02:54.626,07:02:54.630,07:02:54.63,07:02:54.72","+33:50:15.37,+33:50:15.0,+33:50:15","0.03,0.03","Ia"
"SN2001cj","13:21:44.85,13:21:44.849","+31:14:48.6,+31:14:48.59","0.024233","Ia"
"SN2006lu","09:15:17.63,09:15:17.52,09:15:17.630","-25:36:00.3,-25:36:00.36,-25:36:00.29","0.0481889","Ia"
"SN2001cp","17:11:02.58,17:11:02.580,17:11:02.65","+05:50:26.8,+05:50:26.81,+05:50:27.8","0.022402","Ia"
"SN2007ai","16:12:53.74,16:12:53.76,16:12:53.741","-21:37:48.7,-21:37:48.72,-21:37:48.68","0.031987,0.031662,0.031987","Ia"
"SN2005mc","08:27:06.36,08:27:6.24,08:27:06.360","+21:38:45.6,+21:38:45.60","0.026006,0.025221","Ia"
"SN2007bd","08:31:32.872,08:31:33.36,08:31:33.28,08:31:33.281","-01:11:52.02,-01:11:57.98,-01:11:58.0","0.031939,0.031018","Ia"
"SN2016eoa","00:21:23.100,00:21:23.059,00:21:23.06","+22:26:08.30,+22:26:07.44,+22:26:07.4","0.021","Ia"
"SN2000ca","13:35:22.98,13:35:22.980","-34:09:37.0,-34:09:37.01","0.02362","Ia"
"SN2006fz","00:16:41.35,00:16:41.314,00:16:41.3496,00:16:41.3136,00:16:41.350","-00:25:28.3,-00:25:28.344,-00:25:28.668,-00:25:28.686,-00:25:28.31","0.1047","Ia"
"SN2006ot","02:15:04.84,02:15:4.85,02:15:04.841","-20:45:58.2,-20:45:58.32,-20:45:58.21","0.05294,0.052155,0.05219,0.05294","Ia Pec"
"LSQ12fxd","05:22:16.99,05:22:17.02","-25:35:47.0,-25:35:47.01,-25:35:47.1","0.031","Ia"
"SN2010dm","12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.310,12:11:33.319,12:11:33.320","+47:16:28.56,+47:16:29.36,+47:16:29.1,+47:16:29.10,+47:16:29.33","0.0328,0.0337","Ia"
"PS15cku","01:24:22.53","+03:35:15.2","0.023","Ia"
"SN2017edw","10:52:04.439,10:52:04.440,10:52:04.56,10:52:04.45","+11:35:41.69,+11:35:42,+11:35:41.9","0.042996","Ia"
"SN2004bv","20:25:06.34,20:25:06.341","-24:48:53.7,-24:48:53.71","0.01061","Ia"
"SN2005kc","22:34:07.34,22:34:7.44,22:34:07.339","+05:34:06.3,+05:34:06.31","0.01512,0.01389,0.01512","Ia"
"ASASSN-14bb","12:14:11.30,12:14:11.28","+38:39:40.8,+38:39:40.68,+38:39:39.96","0.022,0.023","Ia"
"SN1995al","09:50:55.97,09:50:55.970","+33:33:09.4,+33:33:09.40","0.00514,0.00514,0.00577,0.00643,0.00661,0.00754,0.00756,0.00763,0.00788,0.00799","Ia"
"SN2005jz","01:31:27.07,01:31:27.1,01:31:27.048,01:31:27.024","-00:37:54.0,-00:37:54,-00:37:53.832,-00:37:53.976,-00:37:53.8248,-00:37:53.9904,-00:37:53.80","0.144341","Ia"
"SN2009kq","08:36:15.09,08:36:15.148,08:36:15.12,08:36:15.089","+28:04:01.7,+28:04:01.67,+28:04:01.56,+28:04:01.70","0.0116,0.0124,0.0117,0.0126","Ia"
"SN2011jq","05:16:41.54,05:16:41.55,05:16:41.549","+06:29:29.4,+06:29:30.2,+06:29:29.40,+06:29:30.19","0.033","Ia"
"SN2016efy","02:58:29.300,02:58:29.286,02:58:29.28,02:58:29.304","+40:03:52.70,+40:03:52.75,+40:03:52.92,+40:03:52.56","0.02","Ia"
"SN2005hu","21:54:40.80,21:54:40.8,21:54:40.79,21:54:40.790","+00:24:47.8,+00:24:48,+00:24:48.35,+00:24:48.06,+00:24:48.074,+00:24:48.4,+00:24:48.38","0.2197,0.220282","Ia"
"SN2017erp","15:09:14.810,15:09:14.803,15:09:14.88,15:09:14.81","-11:20:03.20,-11:20:02.76,-11:20:03.12,-11:20:02.8","0.006174,0.006174","Ia"
"SN1999da","17:35:22.96,17:35:22.961","+60:48:49.3,+60:48:49.28","0.01269,0.01269","Ia"
"SN2005fn","20:48:53.05,20:48:53.1,20:48:53.04,20:48:53.050","+00:11:28.0,+00:11:28,+00:11:28.1,+00:11:28.086,+00:11:27.791,+00:11:28.00,+00:11:28.02","0.095","Ia"
"SN2007fb","23:56:52.37,23:56:52.383,23:56:52.32,23:56:52.370","+05:30:31.8,+05:30:31.90,+05:30:31.896,+05:30:31.79","0.018026","Ia"
"SN2008Q","01:24:57.23,01:24:57.207,01:24:57.230","+09:33:01.5,+09:33:01.30,+09:33:01.51","0.007935","Ia"
"SN2009jr","20:26:26.03,20:26:26.013,20:26:25.92,20:26:26.030","+02:54:32.1,+02:54:31.73,+02:54:32.004,+02:54:33.01","0.0165,0.0156,0.0165","Ia"
"LSQ12agq","10:17:41.65,10:17:41.67","-07:24:54.4,-07:24:54.45","0.064","Ia"
"SN2005ia","01:11:35.02,01:11:35.0,01:11:35.04,01:11:35.016,01:11:35.03,01:11:35.030","-00:00:21.0,-00:00:21,-00:00:21.204,-00:00:21.492,-00:00:21.2256,-00:00:21.5028,-00:00:21.2,-00:00:21.20","0.253","Ia"
"SN1982B","07:14:33.72,07:14:33.61,00:00:00.000,07:14:33.7","+84:23:11.7,+84:23:12.0","0.00665,0.00727,0.00665","Ia"
"SN1999ej","01:22:57.38,01:22:57.379","+33:27:58.0,+33:27:58.00","0.01372","Ia"
"SN2016blc","10:48:49.438,10:48:49.44,10:48:49.34","-20:15:49.08,-20:15:49.07,-20:15:49.1,-20:15:50.4,-20:15:50.2","0.012,0.012","Ia"
"SN2007kk","03:42:23.258,03:42:23.26,03:42:23.261","+39:14:30.30,+39:14:30.4,+39:14:30.41","0.041045","Ia"
"SN2008bf","12:04:02.90,12:04:02.899","+20:14:42.6,+20:14:42.61","0.024027","Ia"
"SN2017eea","12:23:54.193,12:23:54.190,12:23:54.24","+09:07:27.81,+09:07:28.344","0.06","Ia"
"SN2018gfg","20:59:09.742,20:59:09.740,20:59:09.84","-14:15:47.47,-14:15:47.16","0.082,0.082","Ia"
"SN2001cz","12:47:30.17,12:47:30.170","-39:34:48.1,-39:34:48.11","0.01538","Ia"
"SN2003he","23:58:57.05,23:58:57.050,23:58:57.058","-02:14:53.1,-02:14:53.09,-02:14:53.19","0.025504","Ia"
"SDSS-II SN 7017","02:05:27.68,02:05:27.7,02:05:27.672","-00:29:52.5,-00:29:53,-00:29:52.476,-00:29:52.4796,-00:29:52.6848","0.2684","Ia"
"SN2006E","13:53:28.65,13:53:28.56,13:53:28.649,13:53:28.52","+05:12:22.8,+05:12:22.284,+05:12:22.32,+05:12:22.79,+05:12:22.2","0.0027,0.002686","Ia"
"SN2015H","10:54:42.16,10:54:42.161","-21:04:13.8,-21:04:13.80","0.01246","Ia Pec"
"SN1998ef","01:03:26.87,01:03:26.870","+32:14:12.4,+32:14:12.41","0.01774,0.01774","Ia"
"SN2005gs","22:13:10.25,22:13:10.2,22:13:10.32,22:13:10.250","+01:03:02.1,+01:03:02,+01:03:01.944,+01:03:01.728,+01:03:02.0,+01:03:02.02","0.263","Ia"
"PS1-11mz","12:14:57.100,12:14:57.098,12:14:57.099","+46:50:42.15,+46:50:42.16","0.10217","Ia"
"SN2010cr","13:29:25.03,13:29:25.082,13:29:24.96,13:29:24.26,13:29:25.039,13:29:25.11","+11:47:46.4,+11:47:46.49,+11:47:46.32,+11:47:49.2,+11:47:47.04,+11:47:46.39","0.02157","Ia"
"PSc190260","22:15:52.038,22:15:52.036","-00:49:30.57","0.145,0.14359","Ia"
"SN1967C","10:48:25.1,10:48:24.96,00:00:00.000,10:48:25.2,10:48:25.02","+12:32:43,+12:32:43.08,+12:32:40.0,+12:32:43.5","0.00433,0.00722,0.00742,0.00749","Ia"
"SN1999gh","09:44:19.75,09:44:19.750,09:44:20.2","-21:16:25.0,-21:16:25.00,-21:16:13.0","0.007679","Ia"
"SN2005fm","20:48:10.320,20:48:10.4,20:48:10.32,20:48:10.37,20:48:10.370","-01:10:16.93,-01:10:17,-01:10:17.148,-01:10:17.364,-01:10:17.112,-01:10:17.1,-01:10:17.11","0.13,0.13","Ia"
"iPTF14bdn","13:30:44.88","+32:45:42.4","0.01558","Ia"
"SN2017htb","22:09:38.730,22:09:38.691,22:09:38.64,22:09:38.72","+17:39:40.39,+17:39:40.10,+17:39:40.32,+17:39:40.4,+17:39:39.96","0.026852,0.026852","Ia"
"SN1999cp","14:06:31.30,14:06:31.3,14:06:31.301","-05:26:49.0,-05:26:49,-05:26:48.98","0.00948,0.0104,0.00948,0.00926,0.00994,0.0105","Ia"
"LSQ12aor","10:55:17.63,10:55:17.64","-14:18:01.3,-14:18:01.38","0.093","Ia"
"SN2010kg","04:40:08.40,04:40:08.4,04:40:08.400","+07:21:00.0,+07:20:59.82,+07:21:00.00","0.016632","Ia"
"SN2002cu","18:10:50.40,18:10:50.400","+31:06:32.3,+31:06:32.29","0.023323","Ia"
"SN2005W","01:50:45.75,01:50:45.77,01:50:45.751","+21:45:35.6,+21:45:35.28,+21:45:35.60,+21:45:35.4","0.008889","Ia"
"PTF10icb","12:54:49.16,12:54:49.92,12:54:49.78,12:54:49.2,12:54:49.22","+58:52:55.1,+58:52:56.64,+58:52:56.6,+58:52:55.2,+58:52:54.8","0.008544","Ia"
"SN2017cts","17:03:11.758,17:03:11.760,17:03:11.76,17:03:11.70","+61:27:26.06,+61:27:26.28,+61:27:26.1,+61:27:25.92","0.01976,0.01976","Ia"
"SN1997cn","14:09:57.76,14:09:57.761","+17:32:32.3,+17:32:32.32","0.0162,0.0175,0.0162","Ia-91bg"
"SN2001C","06:59:36.10,06:59:36.101","+59:31:01.6,+59:31:01.60","0.0109,0.0111","Ia"
"LSQ12bld","13:42:44.020,13:42:44.03,13:42:44.02","+08:05:33.75,+08:05:33.74","0.083","Ia"
"PTF10cwm","12:32:55.41,12:32:55.44","+04:29:11.3,+04:29:11.292","0.07925","Ia"
"SN2006N","06:08:31.24,06:08:31.248,06:08:31.241","+64:43:25.1,+64:43:24.96,+64:43:25.10","0.014277","Ia"
"SN2006os","02:55:01.01,02:55:1.10,02:55:01.010","+16:00:34.8,+16:00:34.92,+16:00:34.81","0.032081,0.032809","Ia"
"SN2008fr","01:11:49.14,01:11:49.224,01:11:49.176,01:11:49.140","+14:38:27.0,+14:38:26.21,+14:38:26.52,+14:38:26.99","0.039","Ia"
"SN1957B","12:25:02,00:00:00.000,12:25:02.7,12:25:03.12","+12:54.0,+12:53:58.0,+12:54:00.7","0.00312,0.00375,0.00434,0.00659","Ia"
"SN2007ux","10:09:19.98,10:09:19.939,10:09:19.980","+14:59:32.8,+14:59:33.07,+14:59:32.78","0.030915","Ia"
"SN2010jn","09:37:30,09:37:29.83,09:37:30.30,09:37:30.240","+23:09:38.88,+23:09:41.8,+23:09:33.6,+23:09:33.30","0.025047","Ia"
"PS15aot","16:28:38.36,16:28:38.33","+39:32:55.2,+39:32:55.9","0.03","Ia"
"SN2016ccj","17:10:23.918,17:10:23.919,17:10:24","+26:23:47.90,+26:23:47.89,+26:23:48.48,+26:23:47.76","0.0418","Ia Pec"
"SN2005fv","03:05:22.42,03:05:22.4,03:05:22.416,03:05:22.43,03:05:22.430","+00:51:30.1,+00:51:30,+00:51:30.13,+00:51:29.84,+00:51:30.092,+00:51:29.848,+00:51:30.10","0.11819,0.118129","Ia"
"SN2005hx","00:13:00.13,00:13:00.1,00:13:00.1296,00:13:00.1152,00:13:00.130","+00:14:53.7,+00:14:54,+00:14:53.63,+00:14:53.3,+00:14:53.603,+00:14:53.318,+00:14:53.6,+00:14:53.59","0.121,0.121242","Ia"
"SN2006hx","01:13:57.31,01:13:57.312,01:13:57.288,01:13:57.310","+00:22:18.0,+00:22:18.01,+00:22:17.62,+00:22:18.008,+00:22:17.602,+00:22:18.00","0.044404,0.04444,0.04549","Ia"
"ASASSN-14jg","23:33:13.90,23:33:13.92","-60:34:11.5,-60:34:12.36","0.014827","Ia"
"ASASSN-15so","11:14:11.037,11:14:11.04","+48:19:07.24,+48:19:07.2,+48:19:07.68","0.007125","Ia"
"SN2005hy","00:14:23.602,00:14:23.6,00:14:23.59,00:14:23.566,00:14:23.5896,00:14:23.5656,00:14:23.590","+00:19:59.09,+00:19:59,+00:19:58.98,+00:19:58.69,+00:19:58.987,+00:19:58.685,+00:19:59.0,+00:19:59.02","0.1562,0.156291","Ia"
"SN1970J","23:20:12,00:00:00.000,23:20:12.8,23:20:12.71","+08:11.9,+08:11:56.0,+08:11:52.4","0.0132,0.0135","Ia"
"SN1993Y","03:31:24.41,03:31:24.40,03:31:24.410","+39:45:02.7,+39:45:02.87,+39:45:02.59,+39:45:02.6,+39:45:02.9","0.02,0.02","Ia"
"SN1957A","09:21:51.2,00:00:00.000,09:21:50.4,09:21:51.20","+50:59:52,+50:59:43.0,+50:59:52.0","0.0021","Ia"
"SN2002ef","23:51:29.54,23:51:29.539","-13:22:46.4,-13:22:46.42","0.023977","Ia"
"SN2008ha","23:34:52.69,23:34:52.8,23:34:52.690","+18:13:35.4,+18:13:35.76,+18:13:35.40","0.004623","Ia-02cx"
"PS1-11w","10:54:43.784,10:54:43.785","+58:37:35.62,+58:37:35.63","0.174","Ia"
"SN2001dl","21:21:01.73,21:21:01.730","+09:10:50.4,+09:10:50.41","0.020694","Ia"
"SN2005fw","03:30:48.960,03:30:49.0,03:30:49.032,03:30:49.008,03:30:49.04,03:30:49.039","-01:14:15.40,-01:14:17,-01:14:17.088,-01:14:17.34,-01:14:17.2,-01:14:17.20,-01:14:17.16","0.136","Ia"
"SN2006gt","00:56:17.30,00:56:17.299","-01:37:46.0,-01:37:45.98","0.044771,0.043641,0.044771","Ia Pec"
"SN2006oa","21:23:42.960,21:23:42.96,21:23:42.94,21:23:42.941","-00:50:35.02,-00:50:36.6,-00:50:36.492,-00:50:36.4884,-00:50:36.708,-00:50:36.5,-00:50:36.49","0.062573","Ia"
"SN2007aj","12:47:54.45,12:47:54.524,12:47:54.449","+54:00:37.2,+54:00:38.08,+54:00:37.19","0.011,0.03,0.0115,0.03,0.03","Ia"
"SN2008bq","06:41:02.51,06:41:2.40,06:41:02.510","-38:02:19.0,-38:02:18.96,-38:02:19.00","0.034436,0.034436","Ia"
"SN2008gb","02:57:57.10,02:57:57.141,02:57:57.168,02:57:57.13,02:57:57.130","+46:51:56.6,+46:51:56.19,+46:51:56.52,+46:51:56.59","0.0364,0.0365","Ia"
"PTF10rgn","01:41:40.27,01:41:40.272","+30:49:26.9,+30:49:26.76","0.093","Ia"
"SN1975N","23:38:54,00:00:00.000,23:38:54.8,23:38:55.05","-12:57.2,-12:57:09.0,-12:57:15.8","0.00568,0.00881","Ia"
"SN2006gz","18:10:26.33,18:10:26.330","+30:59:44.4,+30:59:44.41,+30:59:43.0","0.028,0.028","Ia"
"SN2009F","04:59:23.56,04:59:23.57,04:59:23.561","-11:07:50.1,-11:07:50.16,-11:07:50.09","0.012909,0.012909","Ia Pec"
"Gaia15aba","16:03:30.20,16:03:30.24","+52:15:38.5,+52:15:38.52","0.046","Ia"
"SN1971G","12:12:12.0,12:12:12,00:00:00.000,12:12:12.2,12:12:12.00","+13:14:16,+13:14:16.08,+13:14:22.0,+13:14:16.0","0.00624,0.00953,0.00999,0.00786","Ia"
